,States,Years,Quarter,Districts,Transaction_count,Transaction_amount
17065,uttar-pradesh,2023,1,chitrakoot district,2255473,4650580538.0
17066,uttar-pradesh,2023,1,lalitpur district,5472705,7822838386.0
17067,uttar-pradesh,2023,1,mau district,7370574,12560931984.0
17068,uttar-pradesh,2023,1,mirzapur district,6972475,13777718359.0
17069,uttar-pradesh,2023,1,bulandshahr district,19039754,30404462514.0
17070,uttar-pradesh,2023,1,gonda district,8382178,17414864253.0
17071,uttar-pradesh,2023,1,jhansi district,15316806,26828965660.0
17072,uttar-pradesh,2023,1,chandauli district,7205125,13814185157.0
17073,uttar-pradesh,2023,1,bhadohi district,4201417,6970878997.0
17074,uttar-pradesh,2023,1,pratapgarh district,8675145,15812489869.0
17075,uttar-pradesh,2023,1,saharanpur district,20759554,36646785826.0
17076,uttar-pradesh,2023,1,bara banki district,7642536,13133827247.0
17077,uttar-pradesh,2023,1,bareilly district,19380259,35888691460.0
17078,uttar-pradesh,2023,1,sitapur district,6562289,12062192982.0
17079,uttar-pradesh,2023,1,sultanpur district,7173044,13066867474.0
17080,uttar-pradesh,2023,1,agra district,30391351,52433820121.0
17081,uttar-pradesh,2023,1,fatehpur district,4720461,9408587373.0
17082,uttar-pradesh,2023,1,rae bareli district,5874136,10808328170.0
17083,uttar-pradesh,2023,1,firozabad district,10785539,19087904212.0
17084,uttar-pradesh,2023,1,kheri district,7427060,12827142787.0
17085,uttar-pradesh,2023,1,gorakhpur district,22422173,41547143859.0
17086,uttar-pradesh,2023,1,unnao district,5685592,10919545680.0
17087,uttar-pradesh,2023,1,prayagraj district,35080059,49998377066.0
17088,uttar-pradesh,2023,1,sonbhadra district,9247084,15812948826.0
17089,uttar-pradesh,2023,1,ghazipur district,12794626,23414010895.0
17090,uttar-pradesh,2023,1,farrukhabad district,6465058,10868289280.0
17091,uttar-pradesh,2023,1,kannauj district,5501989,9239538762.0
17092,uttar-pradesh,2023,1,azamgarh district,14685133,26641884888.0
17093,uttar-pradesh,2023,1,ayodhya district,9751943,17947276402.0
17094,uttar-pradesh,2023,1,deoria district,13509460,23235721984.0
17095,uttar-pradesh,2023,1,ghaziabad district,66936417,98038172535.0
17096,uttar-pradesh,2023,2,amethi district,7435760,12826816498.0
17097,uttar-pradesh,2023,2,siddharthnagar district,10401429,20769557669.0
17098,uttar-pradesh,2023,2,auraiya district,6051986,9963269893.0
17099,uttar-pradesh,2023,2,sambhal district,8572592,15948872847.0
17100,uttar-pradesh,2023,2,kanpur nagar district,33104317,52168272566.0
17101,uttar-pradesh,2023,2,aligarh district,25463709,38972342149.0
17102,uttar-pradesh,2023,2,mahoba district,3927869,6128049892.0
17103,uttar-pradesh,2023,2,lucknow district,75332865,96742551859.0
17104,uttar-pradesh,2023,2,sant kabeer nagar district,6394228,12461224425.0
17105,uttar-pradesh,2023,2,hathras district,7894988,12687217716.0
17106,uttar-pradesh,2023,2,budaun district,8691555,15113486593.0
17107,uttar-pradesh,2023,2,moradabad district,18668550,32713760318.0
17108,uttar-pradesh,2023,2,kushinagar district,18918372,33522874126.0
17109,uttar-pradesh,2023,2,baghpat district,9453650,14263840923.0
17110,uttar-pradesh,2023,2,shahjahanpur district,7579569,13637851228.0
17111,uttar-pradesh,2023,2,muzaffarnagar district,18555273,29265040709.0
17112,uttar-pradesh,2023,2,ambedkar nagar district,8461522,14340886915.0
17113,uttar-pradesh,2023,2,bahraich district,7146721,13292602002.0
17114,uttar-pradesh,2023,2,jalaun district,8154743,13970779719.0
17115,uttar-pradesh,2023,2,rampur district,9904470,18063527486.0
17116,uttar-pradesh,2023,2,ballia district,15575269,26239312075.0
17117,uttar-pradesh,2023,2,shravasti district,1647097,3062025436.0
17118,uttar-pradesh,2023,2,kasganj district,4976741,8147954465.0
17119,uttar-pradesh,2023,2,varanasi district,32929066,51653036301.0
17120,uttar-pradesh,2023,2,gautam buddha nagar district,157681545,150948217823.0
17121,uttar-pradesh,2023,2,basti district,11149140,21058554490.0
17122,uttar-pradesh,2023,2,shamli district,8662459,13554235262.0
17123,uttar-pradesh,2023,2,maharajganj district,9712982,17619945215.0
17124,uttar-pradesh,2023,2,etawah district,8731680,13909403405.0
17125,uttar-pradesh,2023,2,etah district,7390577,11581042360.0
17126,uttar-pradesh,2023,2,banda district,4252345,7586285145.0
17127,uttar-pradesh,2023,2,bijnor district,14646315,25254129609.0
17128,uttar-pradesh,2023,2,hardoi district,7774133,13972422475.0
17129,uttar-pradesh,2023,2,balrampur district,5583633,10663240209.0
17130,uttar-pradesh,2023,2,amroha district,11164432,19222004163.0
17131,uttar-pradesh,2023,2,pilibhit district,5695025,9663111550.0
17132,uttar-pradesh,2023,2,mainpuri district,8959589,13857701893.0
17133,uttar-pradesh,2023,2,kanpur dehat district,6113430,10963762111.0
17134,uttar-pradesh,2023,2,jaunpur district,18693715,32568692540.0
17135,uttar-pradesh,2023,2,kaushambi district,3352828,6445881904.0
17136,uttar-pradesh,2023,2,hapur district,12629748,18230077976.0
17137,uttar-pradesh,2023,2,hamirpur district,4225264,7288530293.0
17138,uttar-pradesh,2023,2,meerut district,30318321,48422446534.0
17139,uttar-pradesh,2023,2,mathura district,27350787,40577938266.0
17140,uttar-pradesh,2023,2,chitrakoot district,2746335,5205567631.0
17141,uttar-pradesh,2023,2,lalitpur district,6148725,8963882100.0
17142,uttar-pradesh,2023,2,mau district,9476259,15173658857.0
17143,uttar-pradesh,2023,2,mirzapur district,8321491,15284693867.0
17144,uttar-pradesh,2023,2,bulandshahr district,22808130,33193569663.0
17145,uttar-pradesh,2023,2,gonda district,10344167,19916293579.0
17146,uttar-pradesh,2023,2,jhansi district,17879788,30191331143.0
17147,uttar-pradesh,2023,2,chandauli district,8811577,15704965541.0
17148,uttar-pradesh,2023,2,bhadohi district,5392116,8487381163.0
17149,uttar-pradesh,2023,2,pratapgarh district,11129842,18787033594.0
17150,uttar-pradesh,2023,2,saharanpur district,24432197,39798953640.0
17151,uttar-pradesh,2023,2,bara banki district,9190723,14437701723.0
17152,uttar-pradesh,2023,2,bareilly district,23101650,38831901761.0
17153,uttar-pradesh,2023,2,sitapur district,7735557,13173196424.0
17154,uttar-pradesh,2023,2,sultanpur district,8940483,14911350509.0
17155,uttar-pradesh,2023,2,agra district,36064514,57518188065.0
17156,uttar-pradesh,2023,2,fatehpur district,5645493,10468378567.0
17157,uttar-pradesh,2023,2,rae bareli district,7100125,11873833557.0
17158,uttar-pradesh,2023,2,firozabad district,12711048,20477051175.0
17159,uttar-pradesh,2023,2,kheri district,8765604,13916550662.0
17160,uttar-pradesh,2023,2,gorakhpur district,28202448,48397427638.0
17161,uttar-pradesh,2023,2,unnao district,7011801,12499964402.0
17162,uttar-pradesh,2023,2,prayagraj district,41130090,55619365184.0
17163,uttar-pradesh,2023,2,sonbhadra district,10986654,17530119599.0
17164,uttar-pradesh,2023,2,ghazipur district,16183257,27636261422.0
17165,uttar-pradesh,2023,2,farrukhabad district,7662018,11730347441.0
17166,uttar-pradesh,2023,2,kannauj district,6662317,9963833385.0
17167,uttar-pradesh,2023,2,azamgarh district,19068174,32903540424.0
17168,uttar-pradesh,2023,2,ayodhya district,11764115,19559796919.0
17169,uttar-pradesh,2023,2,deoria district,17389365,28160223820.0
17170,uttar-pradesh,2023,2,ghaziabad district,79274230,106962936038.0
17171,uttar-pradesh,2023,3,amethi district,8086389,12354227313.0
17172,uttar-pradesh,2023,3,siddharthnagar district,10592954,18258814977.0
17173,uttar-pradesh,2023,3,auraiya district,6803136,10066874399.0
17174,uttar-pradesh,2023,3,sambhal district,9937139,16268294603.0
17175,uttar-pradesh,2023,3,kanpur nagar district,36784059,54129176816.0
17176,uttar-pradesh,2023,3,aligarh district,29395928,40704039818.0
17177,uttar-pradesh,2023,3,mahoba district,4406461,6088081451.0
17178,uttar-pradesh,2023,3,lucknow district,86168998,103457346131.0
17179,uttar-pradesh,2023,3,sant kabeer nagar district,6408932,11245497213.0
17180,uttar-pradesh,2023,3,hathras district,8977779,13121618036.0
17181,uttar-pradesh,2023,3,budaun district,9951565,15235680616.0
17182,uttar-pradesh,2023,3,moradabad district,21321425,34383288998.0
17183,uttar-pradesh,2023,3,kushinagar district,19784076,31790497192.0
17184,uttar-pradesh,2023,3,baghpat district,10742055,15082757846.0
17185,uttar-pradesh,2023,3,shahjahanpur district,8699201,13970176561.0
17186,uttar-pradesh,2023,3,muzaffarnagar district,21317017,30529799419.0
17187,uttar-pradesh,2023,3,ambedkar nagar district,9024789,13613045742.0
17188,uttar-pradesh,2023,3,bahraich district,8180066,13217560846.0
17189,uttar-pradesh,2023,3,jalaun district,8963743,13188119146.0
17190,uttar-pradesh,2023,3,rampur district,11152828,18303690000.0
17191,uttar-pradesh,2023,3,ballia district,15885877,23791412548.0
17192,uttar-pradesh,2023,3,shravasti district,1824248,2943014582.0
17193,uttar-pradesh,2023,3,kasganj district,5748778,8460320614.0
17194,uttar-pradesh,2023,3,varanasi district,36947014,51945207590.0
17195,uttar-pradesh,2023,3,gautam buddha nagar district,180450033,164910883457.0
17196,uttar-pradesh,2023,3,basti district,11493498,19267039880.0
17197,uttar-pradesh,2023,3,shamli district,10302589,14679972571.0
17198,uttar-pradesh,2023,3,maharajganj district,10030096,16826012173.0
17199,uttar-pradesh,2023,3,etawah district,9939074,14083851630.0
17200,uttar-pradesh,2023,3,etah district,8526631,12229499717.0
17201,uttar-pradesh,2023,3,banda district,4638722,7199362028.0
17202,uttar-pradesh,2023,3,bijnor district,16802206,26023457716.0
17203,uttar-pradesh,2023,3,hardoi district,8667477,13952325039.0
17204,uttar-pradesh,2023,3,balrampur district,5760587,9287122470.0
17205,uttar-pradesh,2023,3,amroha district,12938726,20580345805.0
17206,uttar-pradesh,2023,3,pilibhit district,6520266,10037923869.0
17207,uttar-pradesh,2023,3,mainpuri district,10246159,14417359777.0
17208,uttar-pradesh,2023,3,kanpur dehat district,6742968,10836524103.0
17209,uttar-pradesh,2023,3,jaunpur district,18433249,27990952075.0
17210,uttar-pradesh,2023,3,kaushambi district,3737674,6366323066.0
17211,uttar-pradesh,2023,3,hapur district,14169402,19056774302.0
17212,uttar-pradesh,2023,3,hamirpur district,4622930,6856798867.0
17213,uttar-pradesh,2023,3,meerut district,34303179,51158129419.0
17214,uttar-pradesh,2023,3,mathura district,32732371,44180537058.0
17215,uttar-pradesh,2023,3,chitrakoot district,3058212,5017518961.0
17216,uttar-pradesh,2023,3,lalitpur district,7400717,9279179645.0
17217,uttar-pradesh,2023,3,mau district,9869512,13946388160.0
17218,uttar-pradesh,2023,3,mirzapur district,8888658,14303665550.0
17219,uttar-pradesh,2023,3,bulandshahr district,25680664,34386865423.0
17220,uttar-pradesh,2023,3,gonda district,10988368,18517549508.0
17221,uttar-pradesh,2023,3,jhansi district,20578258,31185894811.0
17222,uttar-pradesh,2023,3,chandauli district,9441266,14623721038.0
17223,uttar-pradesh,2023,3,bhadohi district,5225031,7186397201.0
17224,uttar-pradesh,2023,3,pratapgarh district,11571041,17228978176.0
17225,uttar-pradesh,2023,3,saharanpur district,28540072,42732921955.0
17226,uttar-pradesh,2023,3,bara banki district,10365090,14607328158.0
17227,uttar-pradesh,2023,3,bareilly district,26498343,40649328734.0
17228,uttar-pradesh,2023,3,sitapur district,9029994,13440833829.0
17229,uttar-pradesh,2023,3,sultanpur district,9552073,13912934464.0
17230,uttar-pradesh,2023,3,agra district,41540299,60724548821.0
17231,uttar-pradesh,2023,3,fatehpur district,6101698,10239500989.0
17232,uttar-pradesh,2023,3,rae bareli district,7785296,11962135292.0
17233,uttar-pradesh,2023,3,firozabad district,14667159,21560336582.0
17234,uttar-pradesh,2023,3,kheri district,10504969,14455601868.0
17235,uttar-pradesh,2023,3,gorakhpur district,29832994,47279353029.0
17236,uttar-pradesh,2023,3,unnao district,7482192,12163858512.0
17237,uttar-pradesh,2023,3,prayagraj district,46007458,55169169118.0
17238,uttar-pradesh,2023,3,sonbhadra district,12398278,17480506028.0
17239,uttar-pradesh,2023,3,ghazipur district,16655655,24837821793.0
17240,uttar-pradesh,2023,3,farrukhabad district,8560707,12215467151.0
17241,uttar-pradesh,2023,3,kannauj district,7343939,10431106882.0
17242,uttar-pradesh,2023,3,azamgarh district,19843097,29866087733.0
17243,uttar-pradesh,2023,3,ayodhya district,13231808,19998634564.0
17244,uttar-pradesh,2023,3,deoria district,17506850,25569137356.0
17245,uttar-pradesh,2023,3,ghaziabad district,90310474,114685853196.0
17246,uttar-pradesh,2023,4,amethi district,9696880,15771178705.0
17247,uttar-pradesh,2023,4,siddharthnagar district,13077059,22514436041.0
17248,uttar-pradesh,2023,4,auraiya district,8132187,12836841890.0
17249,uttar-pradesh,2023,4,sambhal district,12186917,21189163904.0
17250,uttar-pradesh,2023,4,kanpur nagar district,40739887,63027281450.0
17251,uttar-pradesh,2023,4,aligarh district,34908018,50560955573.0
17252,uttar-pradesh,2023,4,mahoba district,5153363,7464755157.0
17253,uttar-pradesh,2023,4,lucknow district,94286078,116432620092.0
17254,uttar-pradesh,2023,4,sant kabeer nagar district,7908428,14282806448.0
17255,uttar-pradesh,2023,4,hathras district,10806028,16568240906.0
17256,uttar-pradesh,2023,4,budaun district,12153228,19774378337.0
17257,uttar-pradesh,2023,4,moradabad district,25427576,43244485670.0
17258,uttar-pradesh,2023,4,kushinagar district,24836644,39511251976.0
17259,uttar-pradesh,2023,4,baghpat district,12414463,18514024558.0
17260,uttar-pradesh,2023,4,shahjahanpur district,10472991,17975894063.0
17261,uttar-pradesh,2023,4,muzaffarnagar district,24571235,37726739415.0
17262,uttar-pradesh,2023,4,ambedkar nagar district,10948053,17413003948.0
17263,uttar-pradesh,2023,4,bahraich district,9700133,16306416557.0
17264,uttar-pradesh,2023,4,jalaun district,10854240,17235016349.0
17265,uttar-pradesh,2023,4,rampur district,13278999,23584089509.0
17266,uttar-pradesh,2023,4,ballia district,20688105,31934876924.0
17267,uttar-pradesh,2023,4,shravasti district,2084142,3426405218.0
17268,uttar-pradesh,2023,4,kasganj district,6970110,10507819738.0
17269,uttar-pradesh,2023,4,varanasi district,41191261,61044459325.0
17270,uttar-pradesh,2023,4,gautam buddha nagar district,192419424,180306500632.0
17271,uttar-pradesh,2023,4,basti district,13984275,23458570437.0
17272,uttar-pradesh,2023,4,shamli district,11998267,18158601136.0
17273,uttar-pradesh,2023,4,maharajganj district,12669842,20539065105.0
17274,uttar-pradesh,2023,4,etawah district,11558956,17852700582.0
17275,uttar-pradesh,2023,4,etah district,10226321,15470618986.0
17276,uttar-pradesh,2023,4,banda district,5808516,9384721916.0
17277,uttar-pradesh,2023,4,bijnor district,19613780,32636931617.0
17278,uttar-pradesh,2023,4,hardoi district,10301438,17360012414.0
17279,uttar-pradesh,2023,4,balrampur district,7132498,11263677464.0
17280,uttar-pradesh,2023,4,amroha district,15101323,24895677439.0
17281,uttar-pradesh,2023,4,pilibhit district,7830821,12881923897.0
17282,uttar-pradesh,2023,4,mainpuri district,12272809,18240760527.0
17283,uttar-pradesh,2023,4,kanpur dehat district,7980255,14021024806.0
17284,uttar-pradesh,2023,4,jaunpur district,22374909,35394101352.0
17285,uttar-pradesh,2023,4,kaushambi district,4514683,8259669056.0
17286,uttar-pradesh,2023,4,hapur district,16521483,23322548391.0
17287,uttar-pradesh,2023,4,hamirpur district,5565830,8981183053.0
17288,uttar-pradesh,2023,4,meerut district,39690199,61931474558.0
17289,uttar-pradesh,2023,4,mathura district,36556146,52304594604.0
17290,uttar-pradesh,2023,4,chitrakoot district,3719150,6243577459.0
17291,uttar-pradesh,2023,4,lalitpur district,8321383,10861672246.0
17292,uttar-pradesh,2023,4,mau district,12417948,18051271948.0
17293,uttar-pradesh,2023,4,mirzapur district,10566225,17522089461.0
17294,uttar-pradesh,2023,4,bulandshahr district,30419198,43028193777.0
17295,uttar-pradesh,2023,4,gonda district,13427355,22791849037.0
17296,uttar-pradesh,2023,4,jhansi district,23181649,36520281325.0
17297,uttar-pradesh,2023,4,chandauli district,11521681,17789244404.0
17298,uttar-pradesh,2023,4,bhadohi district,6344717,9028359640.0
17299,uttar-pradesh,2023,4,pratapgarh district,14239019,21950773948.0
17300,uttar-pradesh,2023,4,saharanpur district,33061307,52345972335.0
17301,uttar-pradesh,2023,4,bara banki district,12159311,18110232551.0
17302,uttar-pradesh,2023,4,bareilly district,31014139,51363264728.0
17303,uttar-pradesh,2023,4,sitapur district,10629781,16830232878.0
17304,uttar-pradesh,2023,4,sultanpur district,11521236,17699097404.0
17305,uttar-pradesh,2023,4,agra district,47863910,73637151813.0
17306,uttar-pradesh,2023,4,fatehpur district,7377256,13262586384.0
17307,uttar-pradesh,2023,4,rae bareli district,9092299,14811424845.0
17308,uttar-pradesh,2023,4,firozabad district,17591181,26864128768.0
17309,uttar-pradesh,2023,4,kheri district,12848818,18776847381.0
17310,uttar-pradesh,2023,4,gorakhpur district,35512032,56620739017.0
17311,uttar-pradesh,2023,4,unnao district,8738927,14830557684.0
17312,uttar-pradesh,2023,4,prayagraj district,52219466,66103195627.0
17313,uttar-pradesh,2023,4,sonbhadra district,14696438,21329005444.0
17314,uttar-pradesh,2023,4,ghazipur district,20814351,32313115880.0
17315,uttar-pradesh,2023,4,farrukhabad district,10361848,15192017305.0
17316,uttar-pradesh,2023,4,kannauj district,8742307,13013838319.0
17317,uttar-pradesh,2023,4,azamgarh district,24396854,37905479186.0
17318,uttar-pradesh,2023,4,ayodhya district,15676563,24734208644.0
17319,uttar-pradesh,2023,4,deoria district,21990611,32552511648.0
17320,uttar-pradesh,2023,4,ghaziabad district,99630622,129846740841.0
17321,uttar-pradesh,2024,1,amethi district,10742179,16786579129.0
17322,uttar-pradesh,2024,1,siddharthnagar district,14811194,24298600105.0
17323,uttar-pradesh,2024,1,auraiya district,9520367,13835863750.0
17324,uttar-pradesh,2024,1,sambhal district,15205656,25648531746.0
17325,uttar-pradesh,2024,1,kanpur nagar district,44194366,65696223285.0
17326,uttar-pradesh,2024,1,aligarh district,41188747,57031640561.0
17327,uttar-pradesh,2024,1,mahoba district,6286333,8330778348.0
17328,uttar-pradesh,2024,1,lucknow district,98984929,120573446601.0
17329,uttar-pradesh,2024,1,sant kabeer nagar district,8676716,14564933077.0
17330,uttar-pradesh,2024,1,hathras district,13061681,18940460399.0
17331,uttar-pradesh,2024,1,budaun district,15364437,23193929964.0
17332,uttar-pradesh,2024,1,moradabad district,29807355,49067264018.0
17333,uttar-pradesh,2024,1,kushinagar district,28138317,43153256387.0
17334,uttar-pradesh,2024,1,baghpat district,14247623,20532177698.0
17335,uttar-pradesh,2024,1,shahjahanpur district,12757305,20528287136.0
17336,uttar-pradesh,2024,1,muzaffarnagar district,28471339,43016297596.0
17337,uttar-pradesh,2024,1,ambedkar nagar district,12597508,19050357512.0
17338,uttar-pradesh,2024,1,bahraich district,11298653,18341988220.0
17339,uttar-pradesh,2024,1,jalaun district,12630063,19075753393.0
17340,uttar-pradesh,2024,1,rampur district,15791944,27402294874.0
17341,uttar-pradesh,2024,1,ballia district,24301893,35953973516.0
17342,uttar-pradesh,2024,1,shravasti district,2323309,3829334337.0
17343,uttar-pradesh,2024,1,kasganj district,8704746,12427181178.0
17344,uttar-pradesh,2024,1,varanasi district,45777703,65710111632.0
17345,uttar-pradesh,2024,1,gautam buddha nagar district,214720949,194154342486.0
17346,uttar-pradesh,2024,1,basti district,15829220,25364496586.0
17347,uttar-pradesh,2024,1,shamli district,14336333,20906440494.0
17348,uttar-pradesh,2024,1,maharajganj district,14173455,22131512933.0
17349,uttar-pradesh,2024,1,etawah district,13571171,19645032720.0
17350,uttar-pradesh,2024,1,etah district,12441327,17557275485.0
17351,uttar-pradesh,2024,1,banda district,6773005,10238888092.0
17352,uttar-pradesh,2024,1,bijnor district,22548334,36333115424.0
17353,uttar-pradesh,2024,1,hardoi district,12322928,19675786959.0
17354,uttar-pradesh,2024,1,balrampur district,7580363,11737090507.0
17355,uttar-pradesh,2024,1,amroha district,17894757,28568381385.0
17356,uttar-pradesh,2024,1,pilibhit district,9309216,14299095621.0
17357,uttar-pradesh,2024,1,mainpuri district,14909597,20667825670.0
17358,uttar-pradesh,2024,1,kanpur dehat district,9310575,15289474240.0
17359,uttar-pradesh,2024,1,jaunpur district,24387924,36479376660.0
17360,uttar-pradesh,2024,1,kaushambi district,5136123,8942263423.0
17361,uttar-pradesh,2024,1,hapur district,18817135,25805465808.0
17362,uttar-pradesh,2024,1,hamirpur district,6549770,9774267370.0
17363,uttar-pradesh,2024,1,meerut district,44767366,68415601527.0
17364,uttar-pradesh,2024,1,mathura district,43428644,58457815015.0
17365,uttar-pradesh,2024,1,chitrakoot district,4351649,7036345511.0
17366,uttar-pradesh,2024,1,lalitpur district,10672921,12503977960.0
17367,uttar-pradesh,2024,1,mau district,13923814,19397759408.0
17368,uttar-pradesh,2024,1,mirzapur district,12026904,19857606653.0
17369,uttar-pradesh,2024,1,bulandshahr district,35470007,48492668227.0
17370,uttar-pradesh,2024,1,gonda district,15127638,24910130460.0
17371,uttar-pradesh,2024,1,jhansi district,27309900,40809800235.0
17372,uttar-pradesh,2024,1,chandauli district,13381655,20764841501.0
17373,uttar-pradesh,2024,1,bhadohi district,6760636,9433951990.0
17374,uttar-pradesh,2024,1,pratapgarh district,15828734,23321081260.0
17375,uttar-pradesh,2024,1,saharanpur district,37780616,58212673335.0
17376,uttar-pradesh,2024,1,bara banki district,14106870,20098898661.0
17377,uttar-pradesh,2024,1,bareilly district,36029282,56546785840.0
17378,uttar-pradesh,2024,1,sitapur district,12930346,19489627294.0
17379,uttar-pradesh,2024,1,sultanpur district,12756367,18902407006.0
17380,uttar-pradesh,2024,1,agra district,55419961,81038729448.0
17381,uttar-pradesh,2024,1,fatehpur district,8226482,14190196459.0
17382,uttar-pradesh,2024,1,rae bareli district,10175659,15830952897.0
17383,uttar-pradesh,2024,1,firozabad district,20961016,30755942549.0
17384,uttar-pradesh,2024,1,kheri district,15216486,20969725927.0
17385,uttar-pradesh,2024,1,gorakhpur district,38785695,59295732617.0
17386,uttar-pradesh,2024,1,unnao district,9803280,15797808552.0
17387,uttar-pradesh,2024,1,prayagraj district,59468623,73955736866.0
17388,uttar-pradesh,2024,1,sonbhadra district,16893067,23937505942.0
17389,uttar-pradesh,2024,1,ghazipur district,23728026,35263821439.0
17390,uttar-pradesh,2024,1,farrukhabad district,12800117,17722582246.0
17391,uttar-pradesh,2024,1,kannauj district,10351919,14662727103.0
17392,uttar-pradesh,2024,1,azamgarh district,26986163,40013793993.0
17393,uttar-pradesh,2024,1,ayodhya district,19715056,29486216690.0
17394,uttar-pradesh,2024,1,deoria district,24857206,35424193703.0
17395,uttar-pradesh,2024,1,ghaziabad district,109758298,137986072000.0
17396,uttarakhand,2018,1,bageshwar district,10580,8645020.086163377
17397,uttarakhand,2018,1,udham singh nagar district,319290,273540317.8466592
17398,uttarakhand,2018,1,haridwar district,308588,394604404.70860887
17399,uttarakhand,2018,1,champawat district,11037,9818454.777565042
17400,uttarakhand,2018,1,nainital district,106949,116698562.48367879
17401,uttarakhand,2018,1,dehradun district,329459,512888194.28700817
17402,uttarakhand,2018,1,chamoli district,15936,19931685.344290152
17403,uttarakhand,2018,1,almora district,26086,24966386.517174132
17404,uttarakhand,2018,1,uttarkashi district,12342,15898878.29543098
17405,uttarakhand,2018,1,pithoragarh district,18593,19129399.861616693
17406,uttarakhand,2018,1,rudraprayag district,10107,12517358.300915807
17407,uttarakhand,2018,1,pauri garhwal district,49412,58626307.503576376
17408,uttarakhand,2018,1,tehri garhwal district,28306,41280388.51120189
17409,uttarakhand,2018,2,bageshwar district,13413,17461881.43219953
17410,uttarakhand,2018,2,udham singh nagar district,396961,460064933.193244
17411,uttarakhand,2018,2,haridwar district,408449,653841352.4744893
17412,uttarakhand,2018,2,champawat district,17868,26298796.010909528
17413,uttarakhand,2018,2,nainital district,143993,221734345.97526038
17414,uttarakhand,2018,2,dehradun district,464526,908634049.1026804
17415,uttarakhand,2018,2,chamoli district,23109,37928070.64293302
17416,uttarakhand,2018,2,almora district,39584,50535626.79560754
17417,uttarakhand,2018,2,uttarkashi district,17994,31584871.420789883
17418,uttarakhand,2018,2,pithoragarh district,31473,51625580.581978634
17419,uttarakhand,2018,2,rudraprayag district,14267,23692738.946748238
17420,uttarakhand,2018,2,pauri garhwal district,87569,116427905.16679347
17421,uttarakhand,2018,2,tehri garhwal district,44916,79925226.8074092
17422,uttarakhand,2018,3,bageshwar district,14993,21819053.81952673
17423,uttarakhand,2018,3,udham singh nagar district,635903,750899273.4469256
17424,uttarakhand,2018,3,haridwar district,516553,904828173.1140293
17425,uttarakhand,2018,3,champawat district,20788,34495610.12735177
17426,uttarakhand,2018,3,nainital district,164989,272528677.45278066
17427,uttarakhand,2018,3,dehradun district,580817,1233501843.6407683
17428,uttarakhand,2018,3,chamoli district,28392,57607070.75418808
17429,uttarakhand,2018,3,almora district,50491,73631915.94944787
17430,uttarakhand,2018,3,uttarkashi district,22900,44762533.115959145
17431,uttarakhand,2018,3,pithoragarh district,37382,66592869.052209534
17432,uttarakhand,2018,3,rudraprayag district,18476,28621234.093816403
17433,uttarakhand,2018,3,pauri garhwal district,88372,139462380.15680635
17434,uttarakhand,2018,3,tehri garhwal district,49076,97822405.13469782
17435,uttarakhand,2018,4,bageshwar district,21496,36931703.42569672
17436,uttarakhand,2018,4,udham singh nagar district,817760,1063327513.805676
17437,uttarakhand,2018,4,haridwar district,780667,1361862781.3811455
17438,uttarakhand,2018,4,champawat district,29492,54097463.5833426
17439,uttarakhand,2018,4,nainital district,262453,434444465.8451766
17440,uttarakhand,2018,4,dehradun district,839564,1866928298.8196144
17441,uttarakhand,2018,4,chamoli district,44084,93713092.70470297
17442,uttarakhand,2018,4,almora district,71874,117821119.63767174
17443,uttarakhand,2018,4,uttarkashi district,32970,74788538.69988398
17444,uttarakhand,2018,4,pithoragarh district,54756,120923916.07731065
17445,uttarakhand,2018,4,rudraprayag district,26900,54341747.19830029
17446,uttarakhand,2018,4,pauri garhwal district,124351,217330050.30159777
17447,uttarakhand,2018,4,tehri garhwal district,72394,157761446.48374176
17448,uttarakhand,2019,1,bageshwar district,26789,41562836.347878136
17449,uttarakhand,2019,1,udham singh nagar district,1872126,1489217231.336874
17450,uttarakhand,2019,1,haridwar district,1412730,1744127095.0116453
17451,uttarakhand,2019,1,champawat district,40675,62479997.7978691
17452,uttarakhand,2019,1,nainital district,366310,528892751.995024
17453,uttarakhand,2019,1,dehradun district,1291566,2353709229.488825
17454,uttarakhand,2019,1,chamoli district,57245,109897209.50624073
17455,uttarakhand,2019,1,almora district,84510,133142670.68267205
17456,uttarakhand,2019,1,uttarkashi district,43500,85792881.24604434
17457,uttarakhand,2019,1,pithoragarh district,67059,126782378.71489981
17458,uttarakhand,2019,1,rudraprayag district,35834,60259060.58910632
17459,uttarakhand,2019,1,pauri garhwal district,154873,259133683.45728147
17460,uttarakhand,2019,1,tehri garhwal district,92784,188532149.09953338
17461,uttarakhand,2019,2,bageshwar district,31665,52020772.88719916
17462,uttarakhand,2019,2,udham singh nagar district,964467,1378582227.1383595
17463,uttarakhand,2019,2,haridwar district,1109390,1993331114.9490423
17464,uttarakhand,2019,2,champawat district,43329,83652585.73778167
17465,uttarakhand,2019,2,nainital district,347099,641075253.7010634
17466,uttarakhand,2019,2,dehradun district,1628356,3149635867.735813
17467,uttarakhand,2019,2,chamoli district,71211,146135260.66002762
17468,uttarakhand,2019,2,almora district,110119,169588331.81787175
17469,uttarakhand,2019,2,uttarkashi district,52899,116326460.03063229
17470,uttarakhand,2019,2,pithoragarh district,81162,158772474.7061255
17471,uttarakhand,2019,2,rudraprayag district,46374,105793130.67286699
17472,uttarakhand,2019,2,pauri garhwal district,201286,330941586.17840505
